id_carmodel	brand	model	grade
1406	토요타	RAV4	Hybrid
521	토요타	Sienna	3.5 LIMITED
520	토요타	Sienna	3.5 LIMITED AWD
516	토요타	T86	A/T
517	토요타	T86	M/T
482	페라리	458 Italia	4.5 V8 Coupe
483	페라리	458 spaciale	V8
481	페라리	458 Spider	4.5 V8 Convertible
479	페라리	488 GTB	V8
480	페라리	488 Spider	V8
484	페라리	California T	Convertible 3.8 V8
477	페라리	F12 Berlinetta	6.2 V12 쿠페
478	페라리	FF	6.2 V12 쿠페
1202	포드	All New Mondeo	Titanium
620	포드	All New Mondeo	Trend
628	포드	All New Mustang	Convertible  2.3L EcoBoost Premium
629	포드	All New Mustang	Convertible 5.0L GT Premium
626	포드	All New Mustang	coupe  2.3L EcoBoost Premium
627	포드	All New Mustang	Coupe  5.0L GT Premium
634	포드	Explorer	2.3 AWD Limited
1203	포드	Explorer	3.5 AWD Limited
616	포드	Focus	4도어 Titanium
617	포드	Focus	4도어 Titanium Plus
618	포드	Focus	5도어 Titanium
619	포드	Focus	5도어 Titanium (W/O Auto start/stop)
633	포드	Kuga	Titanium
632	포드	Kuga	Trend
622	포드	Taurus	2.0 Limited
621	포드	Taurus	2.0 SEL
624	포드	Taurus	3.5 Limited
623	포드	Taurus	3.5 SEL
625	포드	Taurus	3.5 SHO
445	포르쉐	911	Cabriolet Carrera
447	포르쉐	911	Cabriolet Carrera 4
448	포르쉐	911	Cabriolet Carrera 4S
446	포르쉐	911	Cabriolet Carrera S
441	포르쉐	911	Coupe Carrera
443	포르쉐	911	Coupe Carrera 4
444	포르쉐	911	Coupe Carrera 4S
442	포르쉐	911	Coupe Carrera S
449	포르쉐	911	Targa 4
450	포르쉐	911	Targa 4s
451	포르쉐	918 Spyder	4.6 Hybrid
433	포르쉐	Boxter	2.7 Boxster (M/T)
434	포르쉐	Boxter	2.7 Boxster Black Edition (M/T)
436	포르쉐	Boxter	3.4 Boxster GTS (M/T)
435	포르쉐	Boxter	3.4 Boxster S (M/T)
464	포르쉐	Cayenne	Cayenne
465	포르쉐	Cayenne	Diesel
466	포르쉐	Cayenne	GTS
470	포르쉐	Cayenne	S
469	포르쉐	Cayenne	S Diesel
471	포르쉐	Cayenne	S Hybrid
467	포르쉐	Cayenne	Turbo
468	포르쉐	Cayenne	Turbo  S
437	포르쉐	Cayman	Cayman (M/T)
438	포르쉐	Cayman	Cayman Black Edition (M/T)
440	포르쉐	Cayman	Cayman GTS (M/T)
439	포르쉐	Cayman	Cayman S (M/T)
472	포르쉐	Macan	Macan
473	포르쉐	Macan	S
475	포르쉐	Macan	S Diesel
476	포르쉐	Macan	Turbo
454	포르쉐	Panamera	Panamera
456	포르쉐	Panamera	Panamera 4
457	포르쉐	Panamera	Panamera 4 Edition
460	포르쉐	Panamera	Panamera 4S
452	포르쉐	Panamera	Panamera Diessel (300hp)
453	포르쉐	Panamera	Panamera Diessel Edition
455	포르쉐	Panamera	Panamera Edition
461	포르쉐	Panamera	Panamera GTS
458	포르쉐	Panamera	Panamera S
459	포르쉐	Panamera	Panamera S Hybrid
462	포르쉐	Panamera	Panamera Turbo
463	포르쉐	Panamera	Panamera Turbo S
24	폭스바겐	CC	2.0 TDI BMT
25	폭스바겐	CC	2.0 TDI BMT R-Line
23	폭스바겐	CC	2.0 TSI
9	폭스바겐	Golf	1.4 TSI
10	폭스바겐	Golf	1.4 TSI Premium
1453	폭스바겐	Golf	1.4 TSI Premium navi
11	폭스바겐	Golf	1.6 TDI BMT
12	폭스바겐	Golf	2.0 TDI
13	폭스바겐	Golf	2.0 TDI Premium
1565	폭스바겐	Golf	2.0 TDI R-Line
14	폭스바겐	Golf GTD	GTD
15	폭스바겐	Golf GTD	GTD Extreme Edition
16	폭스바겐	Golf GTI	GTI
17	폭스바겐	Golf GTI	GTI Extreme Edition
18	폭스바겐	Golf R	2.0 TSI R
19	폭스바겐	Jetta	2.0 TDI BMT
20	폭스바겐	Jetta	2.0 TDI BMT Premium
7	폭스바겐	New-Scirocco	2.0 TDi BMT R-Line
21	폭스바겐	Passat	1.8 TSI
1417	폭스바겐	Passat	1.8 TSI GP
22	폭스바겐	Passat	1.8 TSI R-line
26	폭스바겐	Phaeton	3.0 V6 TDI NWB
8	폭스바겐	Polo	1.4 TDI BMT R-Line
1431	폭스바겐	Polo	1.4 TDI BMT R-Line Premium
5	폭스바겐	The Beetle	2.0 TDI
6	폭스바겐	The Beetle	2.0 TDI Premium
27	폭스바겐	Tiguan	2.0 TDI BMT
28	폭스바겐	Tiguan	2.0 TDI BMT Premium
29	폭스바겐	Tiguan	2.0 TDI BMT R-Line
30	폭스바겐	Touareg	3.0 TDI BMT
33	폭스바겐	Touareg	3.0 TDI BMT exclusive
34	폭스바겐	Touareg	3.0 TDI BMT exclusive(limitied edition)
31	폭스바겐	Touareg	3.0 TDI BMT Premium
35	폭스바겐	Touareg	3.0 TDI BMT R-Line
492	푸조	2008	1.6 BlueHDi Access (유로6)
493	푸조	2008	1.6 BlueHDi Active
494	푸조	2008	1.6 BlueHDi Feline
352	푸조	2008	Active Urban
353	푸조	2008	Allure
355	푸조	2008	Feline L
354	푸조	2008	Feline S
338	푸조	208	1.4 e-HDi ECO
339	푸조	208	1.6 e-HDi ECO
340	푸조	208	1.6 e-HDi Feline
1698	푸조	208	1.6 GT라인
1699	푸조	208	1.6 알뤼르
356	푸조	3008	1.6 BlueHDi Active
357	푸조	3008	1.6 BlueHDi Outdoor
341	푸조	308	1.6 BlueHDi Allure
342	푸조	308	1.6 BlueHDi Allure
1667	푸조	308	1.6 BlueHDi GT Line
347	푸조	308	2.0 BlueHDi GT
344	푸조	308	2.0 BlueHDi GT Line
343	푸조	308	Hatch  2.0 BlueHDi Active
345	푸조	308	SW 1.6 BlueHDi Allure
1201	푸조	308	SW 2.0 BlueHDi Active
349	푸조	508	1.6 BlueHDi Allure
348	푸조	508	1.6 BlueHDi GT-Line
350	푸조	508	2.0 BlueHDi Feline
1416	푸조	508	2.0 BlueHDi GT
1407	푸조	508	RXH 2.0 BlueHDi
1415	푸조	508	SW 1.6 Feline
351	푸조	RCZ	RCZ
429	피아트	500	Color
430	피아트	500	Color Plus
431	피아트	500C	1.4 convertible
1413	피아트	500X	CROSS 2.0 디젤
1414	피아트	500X	CROSS PLUS 2.0 디젤
1412	피아트	500X	POP STAR 2.4 가솔린
779	현대	ACCENT	(경유) 4도어 1.6 VGT Modern (M/T)
777	현대	ACCENT	(경유) 4도어 1.6 VGT Smart (M/T)
774	현대	ACCENT	(경유) 4도어 1.6 VGT Style (M/T)
775	현대	ACCENT	(경유) 4도어 1.6 VGT Style+ (M/T)
806	현대	ACCENT	(경유) Wit 5도어 1.6 VGT Smart (M/T)
820	현대	ACCENT	(휘발유)  1.4 VVT 코스 및 도로연수용 (A/T)
817	현대	ACCENT	(휘발유) 1.4 VVT Modern 양발장애 (A/T)
816	현대	ACCENT	(휘발유) 1.4 VVT Modern 오른발장애 (A/T)
818	현대	ACCENT	(휘발유) 1.4 VVT Modern 오른손장애 (A/T)
813	현대	ACCENT	(휘발유) 1.4 VVT Modern 왼발장애 (A/T)
815	현대	ACCENT	(휘발유) 1.4 VVT Modern 왼손오른발장애 (A/T)
814	현대	ACCENT	(휘발유) 1.4 VVT Modern 왼손왼발장애 (A/T)
819	현대	ACCENT	(휘발유) 1.4 VVT 코스 및 도로연수용 (M/T)
764	현대	ACCENT	(휘발유) 4도어 1.4 VVT Style (M/T)
768	현대	ACCENT	4도어 1.4 VVT Modern
769	현대	ACCENT	4도어 1.4 VVT Premium
767	현대	ACCENT	4도어 1.4 VVT Smart
765	현대	ACCENT	4도어 1.4 VVT Style
773	현대	ACCENT	4도어 1.6 GDi BlueSaver
771	현대	ACCENT	4도어 1.6 GDi Modern
772	현대	ACCENT	4도어 1.6 GDi Premium
781	현대	ACCENT	4도어 1.6 VGT Modern
794	현대	ACCENT	4도어 1.6 VGT Premium
778	현대	ACCENT	4도어 1.6 VGT Smart
776	현대	ACCENT	4도어 1.6 VGT Style+
798	현대	ACCENT	Wit 5도어 1.4 VVT Modern
799	현대	ACCENT	Wit 5도어 1.4 VVT Modern Special
800	현대	ACCENT	Wit 5도어 1.4 VVT Modern Special Tuix Crayon
801	현대	ACCENT	Wit 5도어 1.4 VVT Premium
802	현대	ACCENT	Wit 5도어 1.4 VVT Premium Tuix Crayon
797	현대	ACCENT	Wit 5도어 1.4 VVT Smart
805	현대	ACCENT	Wit 5도어 1.6 GDi BlueSaver
803	현대	ACCENT	Wit 5도어 1.6 GDi Premium
804	현대	ACCENT	Wit 5도어 1.6 GDi Premium Tuix Crayon
808	현대	ACCENT	Wit 5도어 1.6 VGT Modern
809	현대	ACCENT	Wit 5도어 1.6 VGT Modern Special
810	현대	ACCENT	Wit 5도어 1.6 VGT Modern Special Tuix Crayon
811	현대	ACCENT	Wit 5도어 1.6 VGT Premium
812	현대	ACCENT	Wit 5도어 1.6 VGT Premium Tuix Crayon
807	현대	ACCENT	Wit 5도어 1.6 VGT Smart
1543	현대	ALL NEW TUCSON	1.6T 2WD 모던
1544	현대	ALL NEW TUCSON	1.6T 2WD 모던 피버
1541	현대	ALL NEW TUCSON	1.6T 2WD 스타일
1542	현대	ALL NEW TUCSON	1.6T 2WD 스타일 피버
994	현대	ALL NEW TUCSON	R2.0 2WD 모던
1540	현대	ALL NEW TUCSON	R2.0 2WD 모던 스페셜
993	현대	ALL NEW TUCSON	R2.0 2WD 스타일
991	현대	ALL NEW TUCSON	R2.0 2WD 스타일 (M/T)
1539	현대	ALL NEW TUCSON	R2.0 2WD 스타일 스페셜
995	현대	ALL NEW TUCSON	R2.0 2WD 프리미엄
998	현대	ALL NEW TUCSON	R2.0 4WD 모던 (A/T)
997	현대	ALL NEW TUCSON	R2.0 4WD 스타일 (A/T)
996	현대	ALL NEW TUCSON	R2.0 4WD 스타일 (M/T)
999	현대	ALL NEW TUCSON	R2.0 4WD 프리미엄 (A/T)
989	현대	ALL NEW TUCSON	UⅡ 1.7 2WD 모던
990	현대	ALL NEW TUCSON	UⅡ 1.7 2WD 모던 피버
987	현대	ALL NEW TUCSON	UⅡ 1.7 2WD 스타일
988	현대	ALL NEW TUCSON	UⅡ 1.7 2WD 스타일 피버
1538	현대	ALL NEW TUCSON	UⅡ 1.7 2WD 프리미엄
926	현대	ASLAN	(휘발유)  G330 Premium (A/T)  15년형
930	현대	ASLAN	(휘발유) G300 Modern (A/T) 15년형
924	현대	ASLAN	(휘발유) G300 Modern Basic (A/T) 15년
925	현대	ASLAN	(휘발유) G300 Modern Special (A/T) 15년형
927	현대	ASLAN	(휘발유) G330 Exclusive (A/T) 15년형
931	현대	ASLAN	(휘발유) G330 Premium (A/T) 15년형
1707	현대	ASLAN	3.0 모던
1708	현대	ASLAN	3.0 익스클루시브
1709	현대	ASLAN	3.3 모던
1710	현대	ASLAN	3.3 익스클루시브
920	현대	ASLAN	G300 Exclusive
919	현대	ASLAN	G300 Modern
932	현대	ASLAN	G330 Exclusive
921	현대	ASLAN	G330 Modern
762	현대	AVANTE	(LPG) 모던 양발장애 (A/T)
761	현대	AVANTE	(LPG) 모던 오른발장애 (A/T)
760	현대	AVANTE	(LPG) 모던 오른손오른발장애 (A/T)
763	현대	AVANTE	(LPG) 모던 오른손장애 (A/T)
757	현대	AVANTE	(LPG) 모던 왼발장애 (A/T)
759	현대	AVANTE	(LPG) 모던 왼손오른발장애 (A/T)
758	현대	AVANTE	(LPG) 모던 왼손왼발장애 (A/T)
750	현대	AVANTE	(경유) 스타일 (M/T)
741	현대	AVANTE	(휘발유) 1.6 GDi 스타일 (M/T)
753	현대	AVANTE	1.6 e-VGT 스마트
752	현대	AVANTE	1.6 e-VGT 스마트 스페셜
751	현대	AVANTE	1.6 e-VGT 스타일
754	현대	AVANTE	1.6 e-VGT 프리미엄
745	현대	AVANTE	1.6 GDi 모던
746	현대	AVANTE	1.6 GDi 모던 스페셜
1695	현대	AVANTE	1.6 GDi 밸류 플러스
743	현대	AVANTE	1.6 GDi 스마트
744	현대	AVANTE	1.6 GDi 스마트 스페셜
742	현대	AVANTE	1.6 GDi 스타일
747	현대	AVANTE	1.6 GDi 프리미엄
1527	현대	AVANTE	1.6 T-GDi Sport 7DCT
1528	현대	AVANTE	1.6 T-GDi Sport Extreme Selection
748	현대	AVANTE	2.0 CVVT 스마트
749	현대	AVANTE	2.0 CVVT 프리미엄
756	현대	AVANTE	렌터카 스마트
755	현대	AVANTE	렌터카 스타일
964	현대	EQUUS	LIMOUSINE VL380 PRESTIGE (A/T) 13년형
965	현대	EQUUS	LIMOUSINE VL500 PRESTIGE (A/T) 13년형
958	현대	EQUUS	LIMOUSINE VL500 PRESTIGE (프레스티지) (A/T)
961	현대	EQUUS	VS380 EXCLUSIVE (A/T) 13년형
955	현대	EQUUS	VS380 EXCLUSIVE (익스클루시브) (A/T)
959	현대	EQUUS	VS380 MODERN (A/T) 13년형
953	현대	EQUUS	VS380 MODERN (모던) (A/T)
960	현대	EQUUS	VS380 PREMIUM (A/T) 13년형
954	현대	EQUUS	VS380 PREMIUM (프리미엄) (A/T)
962	현대	EQUUS	VS380 PRESTIGE (A/T) 13년형
956	현대	EQUUS	VS380 PRESTIGE (프레스티지) (A/T)
963	현대	EQUUS	VS500 PRESTIGE (A/T) 13년형
957	현대	EQUUS	VS500 PRESTIGE (프레스티지) (A/T)
976	현대	GENESIS Coupe	200 Turbo D
982	현대	GENESIS Coupe	200 Turbo D (A/T) 14년형
975	현대	GENESIS Coupe	200 Turbo D (M/T)
981	현대	GENESIS Coupe	200 Turbo D (M/T) 14년형
978	현대	GENESIS Coupe	200 Turbo S
984	현대	GENESIS Coupe	200 Turbo S (A/T) 14년형
977	현대	GENESIS Coupe	200 Turbo S (M/T)
983	현대	GENESIS Coupe	200 Turbo S (M/T) 14년형
980	현대	GENESIS Coupe	380 GT R
986	현대	GENESIS Coupe	380 GT R (A/T) 14년형
979	현대	GENESIS Coupe	380 GT R (M/T)
985	현대	GENESIS Coupe	380 GT R (M/T) 14년형
938	현대	GENESIS(DH)	(휘발유) AWD G330 Modern (모던) (A/T)
948	현대	GENESIS(DH)	(휘발유) AWD G330 Modern (모던) (A/T) 14년형
939	현대	GENESIS(DH)	(휘발유) AWD G330 Premium (프리미엄) (A/T)
949	현대	GENESIS(DH)	(휘발유) AWD G330 Premium (프리미엄) (A/T) 14년형
940	현대	GENESIS(DH)	(휘발유) AWD G380 Exclusive (익스클루시브) (A/T)
950	현대	GENESIS(DH)	(휘발유) AWD G380 Exclusive (익스클루시브) (A/T) 14년형
942	현대	GENESIS(DH)	(휘발유) AWD G380 Finest Edition (파이니스트에디션) (A/T)
952	현대	GENESIS(DH)	(휘발유) AWD G380 Finest Edition (파이니스트에디션) (A/T) 14년형
941	현대	GENESIS(DH)	(휘발유) AWD G380 Prestige (프레스티지) (A/T)
951	현대	GENESIS(DH)	(휘발유) AWD G380 Prestige (프레스티지) (A/T) 14년형
933	현대	GENESIS(DH)	(휘발유) G330 Modern (모던) (A/T)
943	현대	GENESIS(DH)	(휘발유) G330 Modern (모던) (A/T) 14년형
934	현대	GENESIS(DH)	(휘발유) G330 Premium (프리미엄) (A/T)
944	현대	GENESIS(DH)	(휘발유) G330 Premium (프리미엄) (A/T) 14년형
935	현대	GENESIS(DH)	(휘발유) G380 Exclusive (익스클루시브) (A/T)
945	현대	GENESIS(DH)	(휘발유) G380 Exclusive (익스클루시브) (A/T) 14년형
937	현대	GENESIS(DH)	(휘발유) G380 Finest Edition (파이니스트에디션) (A/T)
947	현대	GENESIS(DH)	(휘발유) G380 Finest Edition (파이니스트에디션) (A/T) 14년형
936	현대	GENESIS(DH)	(휘발유)G380 Prestige (프레스티지) (A/T)
946	현대	GENESIS(DH)	(휘발유)G380 Prestige (프레스티지) (A/T) 14년형
1075	현대	GRAND STAREX	(경유) 밴 (2WD) 3인승 Smart (스마트) (A/T)
1074	현대	GRAND STAREX	(경유) 밴 (2WD) 3인승 Smart (스마트) (M/T)
1076	현대	GRAND STAREX	(경유) 밴 (2WD) 3인승 Smart Special (스마트 스페셜) (M/T)
1073	현대	GRAND STAREX	(경유) 밴 (2WD) 3인승 기본형 (A/T)
1072	현대	GRAND STAREX	(경유) 밴 (2WD) 3인승 기본형 (M/T)
1064	현대	GRAND STAREX	(경유) 왜건 (2WD) 11인승 Modern (모던) (A/T)
1065	현대	GRAND STAREX	(경유) 왜건 (2WD) 11인승 Modern Special (모던 스페셜) (A/T)
1063	현대	GRAND STAREX	(경유) 왜건 (2WD) 11인승 Smart (스마트) (A/T)
1062	현대	GRAND STAREX	(경유) 왜건 (2WD) 11인승 Smart (스마트) (M/T)
1061	현대	GRAND STAREX	(경유) 왜건 (2WD) 11인승 기본형 (A/T)
1060	현대	GRAND STAREX	(경유) 왜건 (2WD) 11인승 기본형 (M/T)
1056	현대	GRAND STAREX	(경유) 왜건 (2WD) 12인승 Smart (스마트) (M/T)
1054	현대	GRAND STAREX	(경유) 왜건 (2WD) 12인승 기본형 (M/T)
1070	현대	GRAND STAREX	(경유) 왜건 (4WD) 11인승 Modern (모던) (A/T)
1071	현대	GRAND STAREX	(경유) 왜건 (4WD) 11인승 Modern Special (모던 스페셜) (A/T)
1069	현대	GRAND STAREX	(경유) 왜건 (4WD) 11인승 Smart (스마트) (A/T)
1067	현대	GRAND STAREX	(경유) 왜건 (4WD) 12인승 Modern (모던) (A/T)
1068	현대	GRAND STAREX	(경유) 왜건 (4WD) 12인승 Modern Special (모던 스페셜) (A/T)
1066	현대	GRAND STAREX	(경유) 왜건 (4WD) 12인승 Smart (스마트) (A/T)
1545	현대	GRAND STAREX	LPi 왜건 12인승 Smart
1058	현대	GRAND STAREX	왜건 (2WD) 12인승 Modern
1059	현대	GRAND STAREX	왜건 (2WD) 12인승 Modern Special
1057	현대	GRAND STAREX	왜건 (2WD) 12인승 Smart
1055	현대	GRAND STAREX	왜건 (2WD) 12인승 기본형
915	현대	GRANDEUR HG	(LPG)  택시 3.0LPi 개인형 (A/T)
913	현대	GRANDEUR HG	(LPG) HG300 Premium Special 양발장애 (A/T)
912	현대	GRANDEUR HG	(LPG) HG300 Premium Special 오른발장애 (A/T)
911	현대	GRANDEUR HG	(LPG) HG300 Premium Special 오른손오른발장애 (A/T)
914	현대	GRANDEUR HG	(LPG) HG300 Premium Special 오른손장애 (A/T)
908	현대	GRANDEUR HG	(LPG) HG300 Premium Special 왼발장애 (A/T)
910	현대	GRANDEUR HG	(LPG) HG300 Premium Special 왼손오른발장애 (A/T)
909	현대	GRANDEUR HG	(LPG) HG300 Premium Special 왼손왼발장애 (A/T)
916	현대	GRANDEUR HG	(LPG) 택시 3.0LPi 모범형 (A/T)
917	현대	GRANDEUR HG	(LPG) 택시 3.0LPi 모범형 VIP 패키지 (A/T)
904	현대	GRANDEUR HG	HG220 Modern
1534	현대	GRANDEUR HG	HG220 Modern Collection
905	현대	GRANDEUR HG	HG220 Premium
1535	현대	GRANDEUR HG	HG220 Premium Collection
900	현대	GRANDEUR HG	HG240 Modern
1531	현대	GRANDEUR HG	HG240 Modern Collection
902	현대	GRANDEUR HG	HG300 Exclusive
1533	현대	GRANDEUR HG	HG300 Exclusive Collection
901	현대	GRANDEUR HG	HG300 Premium
1532	현대	GRANDEUR HG	HG300 Premium Collection
903	현대	GRANDEUR HG	The Timeless (30주년 기념 한정모델)
907	현대	GRANDEUR HG	랜터카 HG300 Exclusive
906	현대	GRANDEUR HG	랜터카 HG300 Modern
1666	현대	GRANDEUR HG 15MY	LPG 3.0 MODERN
918	현대	GRANDEUR hybrid	PREMIUM
1536	현대	GRANDEUR hybrid	Premium Collection
1537	현대	GRANDEUR hybrid	Premium 내비게이션 미적용
1741	현대	i30	가솔린 1.4 터보 모던
1740	현대	i30	가솔린 1.4 터보 스마트
1739	현대	i30	가솔린 1.4 터보 튜너패키지
1742	현대	i30	가솔린 1.4 터보 프리미엄
1746	현대	i30	가솔린 1.6 터보 스포츠
1747	현대	i30	가솔린 1.6 터보 스포츠 프리미엄
1744	현대	i30	디젤 1.6 모던
1743	현대	i30	디젤 1.6 스마트
1745	현대	i30	디젤 1.6 프리미엄
827	현대	IONIQ hybrid	I
1694	현대	IONIQ hybrid	I Value Plus
828	현대	IONIQ hybrid	I+
829	현대	IONIQ hybrid	N
831	현대	IONIQ hybrid	N+
832	현대	IONIQ hybrid	Q
887	현대	LF SONATA	(LPG) Modern 양발장애 (A/T)
886	현대	LF SONATA	(LPG) Modern 오른발장애 (A/T)
885	현대	LF SONATA	(LPG) Modern 오른손오른발 장애 (A/T)
888	현대	LF SONATA	(LPG) Modern 오른손장애 (A/T)
882	현대	LF SONATA	(LPG) Modern 왼발장애 (A/T)
884	현대	LF SONATA	(LPG) Modern 왼손오른발 장애 (A/T)
883	현대	LF SONATA	(LPG) Modern 왼손왼발장애 (A/T)
880	현대	LF SONATA	(LPG) Smart 양발장애 (A/T)
879	현대	LF SONATA	(LPG) Smart 오른발장애 (A/T)
878	현대	LF SONATA	(LPG) Smart 오른손오른발 장애 (A/T)
881	현대	LF SONATA	(LPG) Smart 오른손장애 (A/T)
874	현대	LF SONATA	(LPG) Smart 왼발장애 (A/T)
877	현대	LF SONATA	(LPG) Smart 왼손오른발 장애 (A/T)
876	현대	LF SONATA	(LPG) Smart 왼손왼발장애 (A/T)
870	현대	LF SONATA	(LPG) 렌터카 Modern (A/T)
868	현대	LF SONATA	(LPG) 렌터카 Smart (M/T)
891	현대	LF SONATA	(LPG) 택시 Modern (A/T)
892	현대	LF SONATA	(LPG) 택시 Premium (A/T)
890	현대	LF SONATA	(LPG) 택시 Style (A/T)
889	현대	LF SONATA	(LPG) 택시 Style (M/T)
922	현대	LF SONATA	(휘발유) G330 Exclusive (A/T)
923	현대	LF SONATA	(휘발유) G330 Exclusive (A/T)
860	현대	LF SONATA	1.6 Turbo GDi Smart
861	현대	LF SONATA	1.6 Turbo GDi Smart Special
859	현대	LF SONATA	1.6 Turbo GDi Style
1573	현대	LF SONATA	1.6 Turbo GDi Summer Special
866	현대	LF SONATA	1.7 e-VGT Care+
865	현대	LF SONATA	1.7 e-VGT Smart
867	현대	LF SONATA	1.7 e-VGT Smart Special
864	현대	LF SONATA	1.7 e-VGT Style
853	현대	LF SONATA	2.0 CVVL Care+
857	현대	LF SONATA	2.0 CVVL Premium
858	현대	LF SONATA	2.0 CVVL Premium Special
854	현대	LF SONATA	2.0 CVVL Smart
855	현대	LF SONATA	2.0 CVVL Smart Special
851	현대	LF SONATA	2.0 CVVL Style
852	현대	LF SONATA	2.0 CVVL Style Special
871	현대	LF SONATA	2.0 LPi 렌터카 Premium
872	현대	LF SONATA	2.0 LPi 렌터카 Premium Special
869	현대	LF SONATA	2.0 LPi 렌터카 Smart
863	현대	LF SONATA	2.0 Turbo GDi Exclusive
862	현대	LF SONATA	2.0 Turbo GDi Smart
1044	현대	MAXCRUZ	(휘발유) 3.3 V6 2WD Prestige (프레스티지) 7인승 (A/T)
1045	현대	MAXCRUZ	(휘발유) 3.3 V6 4WD Prestige (프레스티지) 6인승 (A/T)
1046	현대	MAXCRUZ	(휘발유) 3.3 V6 4WD Prestige (프레스티지) 7인승 (A/T)
1043	현대	MAXCRUZ	3.3 V6 2WD Prestige 6인승
1028	현대	MAXCRUZ	R2.2 2WD Exclusive (익스클루시브) 7인승 (A/T)
1027	현대	MAXCRUZ	R2.2 2WD Exclusive 6인승
1030	현대	MAXCRUZ	R2.2 2WD Exclusive Special (익스클루시브 스페셜) 7인승 (A/T)
1029	현대	MAXCRUZ	R2.2 2WD Exclusive Special 6인승
1034	현대	MAXCRUZ	R2.2 2WD Finest Edition (파이니스트 에디션) 7인승 (A/T)
1033	현대	MAXCRUZ	R2.2 2WD Finest Edition 6인승
1032	현대	MAXCRUZ	R2.2 2WD Prestige (프레스티지) 7인승 (A/T)
1031	현대	MAXCRUZ	R2.2 2WD Prestige 6인승
1039	현대	MAXCRUZ	R2.2 4WD  Prestige (프레스티지) 6인승 (A/T)
1035	현대	MAXCRUZ	R2.2 4WD Exclusive (익스클루시브) 6인승 (A/T)
1036	현대	MAXCRUZ	R2.2 4WD Exclusive (익스클루시브) 7인승 (A/T)
1037	현대	MAXCRUZ	R2.2 4WD Exclusive Special (익스클루시브 스페셜) 6인승 (A/T)
1038	현대	MAXCRUZ	R2.2 4WD Exclusive Special (익스클루시브 스페셜) 7인승 (A/T)
1041	현대	MAXCRUZ	R2.2 4WD Finest Edition (파이니스트 에디션) 6인승 (A/T)
1042	현대	MAXCRUZ	R2.2 4WD Finest Edition (파이니스트 에디션) 7인승 (A/T)
1040	현대	MAXCRUZ	R2.2 4WD Prestige (프레스티지) 7인승 (A/T)
1007	현대	SANTAFE The Prime	R2.0 2WD  1 Million
1006	현대	SANTAFE The Prime	R2.0 2WD  Exclusive Special (5인승)
1004	현대	SANTAFE The Prime	R2.0 2WD Exclusive (5인승)
1005	현대	SANTAFE The Prime	R2.0 2WD Exclusive (7인승) (A/T)
1001	현대	SANTAFE The Prime	R2.0 2WD Modern (5인승) (A/T)
1002	현대	SANTAFE The Prime	R2.0 2WD Premium (5인승)
1003	현대	SANTAFE The Prime	R2.0 2WD Premium (7인승) (A/T)
1000	현대	SANTAFE The Prime	R2.0 2WD Smart (5인승)
1014	현대	SANTAFE The Prime	R2.0 4WD  Exclusive Special (7인승) (A/T)
1010	현대	SANTAFE The Prime	R2.0 4WD Exclusive (5인승) (A/T)
1011	현대	SANTAFE The Prime	R2.0 4WD Exclusive (7인승) (A/T)
1013	현대	SANTAFE The Prime	R2.0 4WD Exclusive Special (5인승) (A/T)
1008	현대	SANTAFE The Prime	R2.0 4WD Premium (5인승) (A/T)
1009	현대	SANTAFE The Prime	R2.0 4WD Premium (7인승) (A/T)
1017	현대	SANTAFE The Prime	R2.2 2WD  Exclusive (5인승)
1018	현대	SANTAFE The Prime	R2.2 2WD Exclusive (7인승) (A/T)
1019	현대	SANTAFE The Prime	R2.2 2WD Exclusive Special (5인승)
1020	현대	SANTAFE The Prime	R2.2 2WD Exclusive Special (7인승) (A/T)
1015	현대	SANTAFE The Prime	R2.2 2WD Premium (5인승) (A/T)
1016	현대	SANTAFE The Prime	R2.2 2WD Premium (7인승) (A/T)
1023	현대	SANTAFE The Prime	R2.2 4WD Exclusive (5인승) (A/T)
1024	현대	SANTAFE The Prime	R2.2 4WD Exclusive (7인승) (A/T)
1025	현대	SANTAFE The Prime	R2.2 4WD Exclusive Special (5인승) (A/T)
1026	현대	SANTAFE The Prime	R2.2 4WD Exclusive Special (7인승) (A/T)
1021	현대	SANTAFE The Prime	R2.2 4WD Premium (5인승) (A/T)
1022	현대	SANTAFE The Prime	R2.2 4WD Premium (7인승) (A/T)
1049	현대	SOLATI	디럭스 전중문 14인승 (M/T)
1050	현대	SOLATI	디럭스 전중문 15인승 (M/T)
1051	현대	SOLATI	디럭스 전중문 16인승 (M/T)
1052	현대	SOLATI	럭셔리 전중문 14인승 (M/T)
1053	현대	SOLATI	럭셔리 전중문 15인승 (M/T)
1047	현대	SOLATI	스탠다드 전중문 14인승 (M/T)
1048	현대	SOLATI	스탠다드 전중문 15인승 (M/T)
894	현대	SONATA hybrid	Modern
1529	현대	SONATA hybrid	Modern Special
895	현대	SONATA hybrid	Premium
1530	현대	SONATA hybrid	Premium Special
893	현대	SONATA hybrid	Smart
899	현대	SONATA PHEV	Exclusive (익스클루시브) (A/T)
896	현대	SONATA PHEV	Premium (프리미엄) (A/T)
1476	현대	TEST	9.9 VGT
833	현대	The New i30	1.6 VGT PYL
834	현대	The New i30	1.6 VGT TUIX Black Light
837	현대	The New i30	2.0 GDi Dspec
835	현대	The New i30	2.0 GDi PYL
